"id";"FECHA";"DESDE";"HASTA";"LOCALIDAD";"GRUPO";"DIRECCION";"FARMACIA";"Cod_FARMACIA";"TELEFONO"
"471";"09/12/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Irunlarrea, 19. Próx. Virgen del Camino. Mendebaldea";"Menendez Garcia, Graciela";"F00550";"948 198191"
"472";"09/12/2023";"21";"10";"Sarriguren";"Pamplona y comarca";"Avda Erripagaña, 24. Ripagaina. Rotonda LIDL y ALDI";"Rubio Echarte, Santiago";"F00731";"948787058"
"473";"09/12/2023";"21";"10";"Tudela";"Tudela Este - Tudela Oeste";"C/ Carlos III El Noble, 6";"Martinez Miranda, Jose Angel";"F00347";"948 827205"
"474";"09/12/2023";"9";"9";"Altsasu / Alsasua";"Altsasu/Alsasua";"Trva Intxostia, 3";"Urbizu Azazeta, Idoia";"F00481";"948 563450"
"475";"09/12/2023";"9";"9";"Bera";"Lesaka";"C/ Bidasoa, 43";"Lasaga Recondo, Aloña";"F00362";"948 625026"
"476";"09/12/2023";"9";"9";"Cabredo";"Los Arcos - Viana";"C/ Mayor, 8. Junto a la Iglesia";"Lumbreras Casis, Isabel";"F00317";"948 444061"
"477";"09/12/2023";"9";"9";"Caparroso";"Carcastillo - Olite";"C/ Constitucion, 14";"Aicua Redondo, Laura";"F00744";"948933331"
"478";"09/12/2023";"9";"9";"Cárcar";"San Adrián";"C/ Salvador Ordoñez, 7";"Perez Albeniz, Inmaculada";"F00582";"948 674019"
"479";"09/12/2023";"9";"9";"Cáseda";"Sangüesa";"C/ Nueva, 1";"Larriba Alastuey, Javier";"F00254";"948 879286"
"480";"09/12/2023";"9";"9";"Corella";"Corella - Cintruénigo";"Pl Fueros, 2";"Poyales Morales, Elena";"F00094";"948 780017"
"481";"09/12/2023";"9";"9";"Doneztebe / Santesteban";"Doneztebe/Santesteban";"C/ Mercaderes, 1";"Mendia Ibarra, Elvira Ainara";"F00082";"948 450092"
"482";"09/12/2023";"9";"9";"Fustiñana";"Buñuel - Cascante";"C/ Juan Pascual Esteban, 4";"Aracil Sanus, Maria del Carmen";"F00590";"948 840124"
"483";"09/12/2023";"9";"9";"Goizueta";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Mayor, 64";"Apecechea Lizaso, Luis Miguel";"F00104";"948 514353"
"484";"09/12/2023";"9";"9";"Larraga";"Artajona";"C/ Palanquera, 18";"Los Arcos Garcia, Maria Jesus";"F00471";"948 711236"
"485";"09/12/2023";"9";"9";"Lekunberri";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Aralar, 43";"Zubiria Azpiroz, Maialen";"F00127";"948 504062"
"486";"09/12/2023";"9";"9";"Lezaun";"Comarca de Estella";"Pl Mayor, 3";"Ros Nestares, Carlos Javier";"F00325";"948 542272"
"487";"09/12/2023";"9";"9";"Los Arcos";"Los Arcos - Viana";"C/ Mayor, 27";"Ochoa Cortazar, Eva Maria";"F00375";"948 640786"
"488";"09/12/2023";"9";"9";"Mañeru";"Puente la Reina";"Pl de los Fueros, 1";"Alegre Navarro, Jaione";"F00266";"948 340771"
"489";"09/12/2023";"9";"9";"Mendavia";"Lodosa";"C/ Mayor, 4";"Sagredo Loitegui, Cristina";"F00579";"948 695020"
"490";"09/12/2023";"9";"9";"Oronoz";"Elizondo";"C/ Santa María, 33";"Mariñelarena Apezteguia, Patricia";"F00442";"948 592327"
"491";"09/12/2023";"9";"9";"Peralta / Azkoien";"Peralta";"C/ Irurzun, 10";"Irisarri Moreno, Cristina";"F00518";"948 753192"
"492";"09/12/2023";"9";"9";"Tafalla";"Tafalla";"Polig Fuente del Rey, 11. Junto a Eroski";"Marco Apesteguia, Cristina";"F00601";"948 704137"
"493";"09/12/2023";"9";"9";"Urdazubi / Urdax";"Elizondo";"C/ Barrio Dancharinea, 14";"Altamirano Veron, Hilda Valle";"F00249";"948 599190"
"494";"09/12/2023";"9";"9";"Valtierra";"Valtierra-Cadreita - Castejón";"Pl de los Derechos Humanos, 3";"Saez de Jauregui Urdanoz, Pedro";"F00507";"948 843224"
"495";"10/12/2023";"9";"22";"Aribe";"Aoiz - Auritz/Burguete";"C/ Santa María, 24";"De Carlos Iriarte, Maria Carmen";"F00273";"948 764209"
"496";"10/12/2023";"10";"21";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"497";"10/12/2023";"10";"21";"Burlada / Burlata";"Pamplona y comarca";"C/ Mayor, 13";"Purroy Sanz, Cristina";"F00705";"948 241883"
"498";"10/12/2023";"9";"21";"Estella-Lizarra";"Estella";"C/ San Francisco, 4";"Pascual Blanco, Miguel Angel";"F00420";"948552659"
"499";"10/12/2023";"9";"22";"Larraintzar";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ San Pedro, 36";"Aquerreta Ferraz, Jose Antonio";"F00143";"948 305108"
"500";"10/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Dr Simonena, 8.Entrada  Avd Navarra. San Jorge";"Bujanda Eguino, Cesar";"F00681";"948 266367"
"501";"10/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Monasterio de Urdax, 21";"Carrascal del Solar, Maria Isabel";"F00784";"948196759"
"502";"10/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
"503";"10/12/2023";"10";"21";"Pamplona / Iruña";"Pamplona y comarca";"Avda Barañain, 17. Frente a Cines Golem";"Villot Varela, Elena";"F00728";"948 278810"
"504";"10/12/2023";"9";"22";"Roncal / Erronkari";"Isaba - Salazar";"Bº Iriartea, 39";"San Juan Elizondo, Javier";"F00277";"948 475152"
"505";"10/12/2023";"10";"21";"Sarriguren";"Pamplona y comarca";"Avda Erripagaña, 24. Ripagaina. Rotonda LIDL y ALDI";"Rubio Echarte, Santiago";"F00731";"948787058"
"506";"10/12/2023";"10";"21";"Tudela";"Tudela Este - Tudela Oeste";"C/ Gayarre, 14";"Jimenez Lopez, Rosario";"F00555";"948 847851"
"507";"10/12/2023";"21";"10";"Artica / Artika";"Pamplona y comarca";"C/ Madres de la Plaza de Mayo, 32. Nuevo Artica";"Aguado Menendez, Carmen";"F00739";"948 307609"
"508";"10/12/2023";"21";"9";"Estella-Lizarra";"Estella";"C/ San Francisco, 4";"Pascual Blanco, Miguel Angel";"F00420";"948552659"
"509";"10/12/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Yanguas y Miranda, 17";"Marfil Garcia, Alberto";"F00205";"948 245030"
"510";"10/12/2023";"21";"10";"Pamplona / Iruña";"Pamplona y comarca";"C/ Irunlarrea, 19. Próx. Virgen del Camino. Mendebaldea";"Menendez Garcia, Graciela";"F00550";"948 198191"
"511";"10/12/2023";"21";"10";"Sarriguren";"Pamplona y comarca";"Avda Erripagaña, 24. Ripagaina. Rotonda LIDL y ALDI";"Rubio Echarte, Santiago";"F00731";"948787058"
"512";"10/12/2023";"21";"10";"Tudela";"Tudela Este - Tudela Oeste";"C/ Gayarre, 14";"Jimenez Lopez, Rosario";"F00555";"948 847851"
"513";"10/12/2023";"9";"9";"Altsasu / Alsasua";"Altsasu/Alsasua";"Trva Intxostia, 3";"Urbizu Azazeta, Idoia";"F00481";"948 563450"
"514";"10/12/2023";"9";"9";"Bera";"Lesaka";"C/ Bidasoa, 43";"Lasaga Recondo, Aloña";"F00362";"948 625026"
"515";"10/12/2023";"9";"9";"Cabredo";"Los Arcos - Viana";"C/ Mayor, 8. Junto a la Iglesia";"Lumbreras Casis, Isabel";"F00317";"948 444061"
"516";"10/12/2023";"9";"9";"Caparroso";"Carcastillo - Olite";"C/ Constitucion, 14";"Aicua Redondo, Laura";"F00744";"948933331"
"517";"10/12/2023";"9";"9";"Cárcar";"San Adrián";"C/ Salvador Ordoñez, 7";"Perez Albeniz, Inmaculada";"F00582";"948 674019"
"518";"10/12/2023";"9";"9";"Cáseda";"Sangüesa";"C/ Nueva, 1";"Larriba Alastuey, Javier";"F00254";"948 879286"
"519";"10/12/2023";"9";"9";"Corella";"Corella - Cintruénigo";"Pl Fueros, 2";"Poyales Morales, Elena";"F00094";"948 780017"
"520";"10/12/2023";"9";"9";"Doneztebe / Santesteban";"Doneztebe/Santesteban";"C/ Mercaderes, 1";"Mendia Ibarra, Elvira Ainara";"F00082";"948 450092"
"521";"10/12/2023";"9";"9";"Fustiñana";"Buñuel - Cascante";"C/ Juan Pascual Esteban, 4";"Aracil Sanus, Maria del Carmen";"F00590";"948 840124"
"522";"10/12/2023";"9";"9";"Goizueta";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Mayor, 64";"Apecechea Lizaso, Luis Miguel";"F00104";"948 514353"
"523";"10/12/2023";"9";"9";"Larraga";"Artajona";"C/ Palanquera, 18";"Los Arcos Garcia, Maria Jesus";"F00471";"948 711236"
"524";"10/12/2023";"9";"9";"Lekunberri";"Etxarri-Aranatz, Irurtzun, Leitza, Ultzama";"C/ Aralar, 43";"Zubiria Azpiroz, Maialen";"F00127";"948 504062"
"525";"10/12/2023";"9";"9";"Lezaun";"Comarca de Estella";"Pl Mayor, 3";"Ros Nestares, Carlos Javier";"F00325";"948 542272"
"526";"10/12/2023";"9";"9";"Los Arcos";"Los Arcos - Viana";"C/ Mayor, 27";"Ochoa Cortazar, Eva Maria";"F00375";"948 640786"
"527";"10/12/2023";"9";"9";"Mañeru";"Puente la Reina";"Pl de los Fueros, 1";"Alegre Navarro, Jaione";"F00266";"948 340771"
"528";"10/12/2023";"9";"9";"Mendavia";"Lodosa";"C/ Mayor, 4";"Sagredo Loitegui, Cristina";"F00579";"948 695020"
"529";"10/12/2023";"9";"9";"Oronoz";"Elizondo";"C/ Santa María, 33";"Mariñelarena Apezteguia, Patricia";"F00442";"948 592327"
"530";"10/12/2023";"9";"9";"Peralta / Azkoien";"Peralta";"C/ Irurzun, 10";"Irisarri Moreno, Cristina";"F00518";"948 753192"
"531";"10/12/2023";"9";"9";"Tafalla";"Tafalla";"Polig Fuente del Rey, 11. Junto a Eroski";"Marco Apesteguia, Cristina";"F00601";"948 704137"
"532";"10/12/2023";"9";"9";"Urdazubi / Urdax";"Elizondo";"C/ Barrio Dancharinea, 14";"Altamirano Veron, Hilda Valle";"F00249";"948 599190"
"533";"10/12/2023";"9";"9";"Valtierra";"Valtierra-Cadreita - Castejón";"Pl de los Derechos Humanos, 3";"Saez de Jauregui Urdanoz, Pedro";"F00507";"948 843224"
