"id";"COD. INSCRIPCION";"NOMBRE";"MODALIDAD";"CATEGORIA";"DIRECCION";"LOCALIDAD";"MUNICIPIO";"ZONA";"PLAZAS";"FECHA DE INSCRIPCION"
"578";"UHSR0631";"Casa Equiza";"Hostal";"HsRural";"San Lorenzo 25 ";"USCARRÉS";"GALLUÉS / GALOZE  ";"Pirineos";"22";"30/12/1992 0:00:00"
"579";"UVT01528";"Casa Esteribar";"Vivienda Turística";"Segunda/2 Llaves";"Amairu 11 ";"LARRASOAÑA";"ESTERIBAR ";"Pirineos";"7";"10/11/2023 0:00:00"
"580";"UATR0069";"Casa Etxetxipia";"Apartamento Turístico";"Primera/3 Llaves";"Braulio Iriarte 50 1º";"ELIZONDO";"BAZTAN  ";"Pirineos";"8";"27/10/2006 0:00:00"
"581";"UPE00902";"Casa Etxezuria";"Pensión";"P**";"Elizaldea 60 ";"LUZAIDE/VALCARLOS";"LUZAIDE / VALCARLOS ";"Pirineos";"2";"06/05/2014 0:00:00"
"582";"UCR01120";"Casa Ezcurra";"Casa rural vivienda";"CRV 2 Estrellas";"Mayor 3 ";"ORICÁIN";"EZCABARTE ";"Cuenca de Pamplona";"10";"25/10/2017 0:00:00"
"583";"UATR1487";"Casa Ezkerra - C";"Apartamento Turístico Rural";"Tercera/1 Llave";"Mayor 7 ";"IRURRE";"GUESÁLAZ / GESALATZ ";"Zona Media";"6";"29/06/2023 0:00:00"
"584";"UVTR0307";"Casa Gilenzar";"Vivienda Turística Rural";"Tercera/1 Llave";"San Miguel 8 Bajo";"URDAITZ/URDÁNIZ";"ESTERIBAR ";"Pirineos";"12";"26/05/2014 0:00:00"
"585";"UVT01416";"Casa Gloria";"Vivienda Turística";"Segunda/2 Llaves";"Sierra de Lokiz 2 3ºB";"GANUZA";"METAUTEN  ";"Zona Media";"7";"17/04/2023 0:00:00"
"586";"UATR0708";"Casa Goiburua";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Basaburua 16 ";"ZUGARRAMURDI";"ZUGARRAMURDI  ";"Pirineos";"8";"19/12/2017 0:00:00"
"587";"ucr00658";"Casa Guillén";"Casa rural vivienda";"CRV 2 Estrellas";"Iriondoa 7 ";"GARDE";"GARDE ";"Pirineos";"10";"26/08/2004 0:00:00"
"588";"UVT00167";"Casa Haize-Leku";"Vivienda Turística";"Segunda/2 Llaves";"Larreta Karrica 12 a";"ARANTZA";"ARANTZA ";"Pirineos";"6";"29/03/2010 0:00:00"
"589";"UVT01459";"Casa Heli";"Vivienda Turística";"Segunda/2 Llaves";"Avenida 8 ";"MUNETA";"ALLÍN / ALLIN ";"Zona Media";"6";"12/06/2023 0:00:00"
"590";"UVT01311";"Casa Hugo";"Vivienda Turística";"Segunda/2 Llaves";"tomas de burgui 0 ";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"6";"13/07/2022 0:00:00"
"591";"UVT01350";"Casa Hugo";"Vivienda Turística";"Primera/3 Llaves";"Rua Romana 40 ";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"6";"14/10/2022 0:00:00"
"592";"UAB00061";"Casa Ibarrola";"Albergue turístico";"del Camino de Santiago";"Carmen 31 bajo";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"20";"30/10/2012 0:00:00"
"593";"UVT00675";"Casa Irati";"Vivienda Turística";"Segunda/2 Llaves";"Aspra  19 ";"LIÉDENA";"LIÉDENA ";"Zona Media";"6";"25/10/2017 0:00:00"
"594";"UAB00002";"Casa Iriarte";"Albergue turístico";"2ª Categoria";"Mayor 8 ";"ORONZ";"ORONZ / ORONTZE ";"Pirineos";"45";"16/06/1999 0:00:00"
"595";"UAT00574";"Casa Iruña";"Apartamento Turístico";"Tercera/1 Llave";"Caldereria 30 3º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"27/07/2017 0:00:00"
"596";"UAT01126";"Casa Isabela";"Apartamento Turístico";"Segunda/2 Llaves";"Cortes de Navarra 13 2ºB";"PUENTE LA REINA";"PUENTE LA REINA / GARES ";"Zona Media";"5";"08/04/2021 0:00:00"
"597";" UCR00959";"Casa Iturralde";"Casa rural vivienda";"CRV 2 Estrellas";"Lllana 29 A";"JAURRIETA";"JAURRIETA ";"Pirineos";"5";"05/10/2011 0:00:00"
"598";"UH000748";"Casa Jacinto";"Hotel";"1 Estrella";"Mugazuri, parcela c-11 0 ";"BURLADA";"BURLADA / BURLATA ";"Cuenca de Pamplona";"42";"26/06/2002 0:00:00"
"599";"UVTR0843";"Casa Janices";"Vivienda Turística Rural";"Segunda/2 Llaves";"San Juan 24 ";"ARTAJONA";"ARTAJONA  ";"Zona Media";"8";"10/09/2018 0:00:00"
"600";"UVTR0665";"Casa Javier Lacunza";"Vivienda Turística Rural";"Segunda/2 Llaves";"Irigay  0 S/N";"AOIZ";"AOIZ / AGOITZ ";"Pirineos";"8";"28/09/2017 0:00:00"
"601";"UVT00249";"Casa Jizo";"Vivienda Turística";"Primera/3 Llaves";"Arambero 9 ";"PUEYO";"PUEYO / PUIU  ";"Zona Media";"9";"22/08/2012 0:00:00"
"602";"UVT00691";"Casa José Mari";"Vivienda Turística";"Segunda/2 Llaves";"Pitillas 15 ";"BEIRE";"BEIRE ";"Zona Media";"8";"02/02/2018 0:00:00"
"603";"UCR01024";"Casa Juliana I";"Casa rural vivienda";"CRV 3 Estrellas";"San Saturnino 7 ";"USTÉS";"NAVASCUÉS / NABASKOZE ";"Pirineos";"4";"11/11/2013 0:00:00"
"604";"UCR01025";"Casa Juliana II";"Casa rural vivienda";"CRV 3 Estrellas";"San Saturnino 7 ";"USTÉS";"NAVASCUÉS / NABASKOZE ";"Pirineos";"6";"11/11/2013 0:00:00"
"605";"UVTR1375";"Casa Julio";"Vivienda Turística Rural";"Segunda/2 Llaves";"Asunción 3 ";"RIEZU";"VALLE DE YERRI / DEIERRI  ";"Zona Media";"5";"02/02/2023 0:00:00"
"606";"UCR00774";"Casa Kaardel";"Casa rural vivienda";"CRV 2 Estrellas";"Casa Kaardel 0 ";"GAINTZA";"ARAITZ  ";"Pirineos";"8";"29/12/2006 0:00:00"
"607";"UATR0258";"Casa Katxenea";"Apartamento Turístico Rural";"Segunda/2 Llaves";"San Fermín 13 Casa Katxenea";"IRIBAS";"LARRAUN ";"Pirineos";"8";"31/12/2012 0:00:00"
"608";"UAT01166";"Casa Korrontxas";"Apartamento Turístico";"Segunda/2 Llaves";"de San Miguel 5 ";"MURIETA";"MURIETA ";"Zona Media";"5";"08/09/2021 0:00:00"
"609";"UVT00291";"Casa la Biznaga";"Vivienda Turística";"Segunda/2 Llaves";"Iturrioz 2 ";"LERATE";"GUESÁLAZ / GESALATZ ";"Zona Media";"10";"31/10/2013 0:00:00"
"610";"UVT00078";"Casa La Nava";"Vivienda Turística";"Primera/3 Llaves";"Rua Romana 42 ";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"12";"26/12/2006 0:00:00"
"611";"UAT00805";"Casa La Tejería";"Apartamento Turístico";"Segunda/2 Llaves";"La Paz 11 ";"MURILLO EL FRUTO";"MURILLO EL FRUTO  ";"La Ribera";"4";"01/06/2018 0:00:00"
"612";"UATR1330";"Casa La Torre";"Apartamento Turístico Rural";"Tercera/1 Llave";"San Francisco Javier 20 ";"SANTACARA";"SANTACARA ";"La Ribera";"4";"13/08/2022 0:00:00"
"613";"UCR01053";"Casa Laguao";"Casa rural habitaciones";"CRH 1 Estrella";"San Roque 14 ";"ABÁRZUZA";"ABÁRZUZA / ABARTZUZA  ";"Zona Media";"7";"02/10/2015 0:00:00"
"614";"UCR00225";"Casa Landa";"Casa rural habitaciones";"CRH 2 Estrellas";"La Fuente 20 S/N";"GALBARRA";"LANA  ";"Zona Media";"14";"01/06/1994 0:00:00"
"615";"UVT01129";"Casa Larraga";"Apartamento Turístico";"Segunda/2 Llaves";"Arrabal 9 ";"MONTEAGUDO";"MONTEAGUDO  ";"La Ribera";"7";"30/04/2021 0:00:00"
"616";"UAT00219";"Casa Laspidea I";"Apartamento Turístico";"Segunda/2 Llaves";"Alta 15 2º Planta Izda.";"ITUREN";"ITUREN  ";"Pirineos";"2";"21/02/2012 0:00:00"
"617";"UAT00220";"Casa Laspidea II";"Apartamento Turístico";"Segunda/2 Llaves";"Alta  15 2º Planta dcha.";"ITUREN";"ITUREN  ";"Pirineos";"2";"21/02/2012 0:00:00"
"618";"UVTR0115";"Casa Lekonea";"Vivienda Turística Rural";"Primera/3 Llaves";"San Pedro 27 ";"ELGORRIAGA";"ELGORRIAGA  ";"Pirineos";"8";"03/10/2008 0:00:00"
"619";"UCR00577";"Casa Lenco";"Casa rural vivienda";"CRV 1 Estrella";"San Bartolomé 20 ";"ZILBETI";"ERRO  ";"Pirineos";"4";"27/11/2002 0:00:00"
"620";"UAT00117";"Casa Lerga I";"Apartamento Turístico";"Primera/3 Llaves";"Miguel Sanz 2 ";"SAN MARTÍN DE UNX";"SAN MARTÍN DE UNX ";"Zona Media";"3";"15/10/2008 0:00:00"
"621";"UVT00122";"Casa Leuza";"Vivienda Turística";"Segunda/2 Llaves";"De los Fueros 5 ";"ESPRONCEDA";"ESPRONCEDA  ";"Zona Media";"20";"19/01/2009 0:00:00"
"622";"UAT00049";"Casa Lola";"Apartamento Turístico";"Primera/3 Llaves";"Legardabidea 4 ";"OBANOS";"OBANOS  ";"Zona Media";"8";"11/03/2005 0:00:00"
"623";"UATR0121";"Casa Loperena";"Apartamento Turístico";"Primera/3 Llaves";"San Martín 10 ";"ZUHATZU";"ARAKIL  ";"Pirineos";"8";"26/12/2008 0:00:00"
"624";"UCR00696";"Casa Lucía";"Casa rural habitaciones";"CRH 1 Estrella";"de Abajo 11 ";"ABÁIGAR";"ABÁIGAR ";"Zona Media";"8";"18/05/2005 0:00:00"
"625";"UH000955";"Casa Luisa";"Hotel";"2 Estrellas";"San Lázaro 7 ";"AYEGUI";"AYEGUI / AIEGI  ";"Zona Media";"29";"04/08/2020 0:00:00"
"626";"UVTR1512";"Casa Luka";"Vivienda Turística";"Tercera/1 Llave";"La Cruz 4 ";"ZÁBAL";"VALLE DE YERRI / DEIERRI  ";"Zona Media";"7";"23/08/2023 0:00:00"
"627";"UATR0378";"Casa Luraik";"Apartamento Turístico Rural";"Tercera/1 Llave";"Concilio 5 ";"RADA";"MURILLO EL CUENDE ";"La Ribera";"6";"12/02/2015 0:00:00"
"628";"UVT00767";"Casa Luzuriaga";"Vivienda Turística";"Tercera/1 Llave";"De los Fueros  14 ";"LOS ARCOS";"LOS ARCOS ";"Zona Media";"6";"11/10/2018 0:00:00"
"629";"UCR01135";"CASA MAESTRO";"Casa rural vivienda";"CRV 3 Estrellas";"San Vicente 14 ";"IZAL";"GALLUÉS / GALOZE  ";"Pirineos";"14";"25/06/2018 0:00:00"
"630";"UATR0549";"Casa Maitetxu";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Cerco Nuevo 73 3º Piso ";"PUENTE LA REINA";"PUENTE LA REINA / GARES ";"Zona Media";"6";"31/03/2017 0:00:00"
"631";"UATR1145";"Casa Maitetxu II";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Cerco Nuevo 73 1º";"PUENTE LA REINA";"PUENTE LA REINA / GARES ";"Zona Media";"4";"24/06/2021 0:00:00"
"632";"UATR0240";"Casa Mallinea";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Mayor 25 ";"ELGORRIAGA";"ELGORRIAGA  ";"Pirineos";"7";"11/09/2012 0:00:00"
"633";"UATR1507";"Casa Mariano I";"Apartamento Turístico Rural";"Primera/3 Llaves";"Libertad -  Señorío de Liberri 0 s/n";"LIBERRI";"LÓNGUIDA / LONGIDA  ";"Pirineos";"2";"31/08/2023 0:00:00"
"634";"UATR1508";"Casa Mariano II";"Apartamento Turístico";"Primera/3 Llaves";"Libertad-Señorío de Liberri 0 ";"LIBERRI";"LÓNGUIDA / LONGIDA  ";"Pirineos";"2";"31/08/2023 0:00:00"
"635";"UAB00043";"Casa Mariela";"Albergue turístico";"del Camino de Santiago";"Valeriano Ordoñez 6 ";"TORRES DEL RÍO";"TORRES DEL RÍO  ";"Zona Media";"48";"10/03/2010 0:00:00"
"636";"UPE00974";"Casa Marterena";"Pensión";"P*";"San Lorenzo 40 ";"ARRIETA";"ARCE / ARTZI  ";"Pirineos";"7";"28/11/2022 0:00:00"
"637";"UATR0202";"Casa Martienea";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Lapiztegia 20 ";"ZUGARRAMURDI";"ZUGARRAMURDI  ";"Pirineos";"3";"30/03/2011 0:00:00"
"638";"UATR0641";"Casa Martiko";"Apartamento Turístico Rural";"Segunda/2 Llaves";"San Gil 38 ";"EUGI";"ESTERIBAR ";"Pirineos";"4";"19/09/2017 0:00:00"
"639";"UVTR0129";"Casa Martinberika";"Vivienda Turística Rural";"Primera/3 Llaves";"San Martín 14 A";"HIRIBERRI/VILLANUEVA";"ARAKIL  ";"Pirineos";"10";"20/04/2009 0:00:00"
"640";"UATR0517";"Casa Maskonekoborda Etxea";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Leorlas Auzoa 0 ";"URDAZUBI/URDAX";"URDAZUBI / URDAX  ";"Pirineos";"5";"20/10/2016 0:00:00"
"641";"UAT00961";"Casa Mauleón";"Apartamento Turístico";"Segunda/2 Llaves";"Comercio 13 2º";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"5";"09/08/2019 0:00:00"
"642";"UVT00441";"Casa Melchor";"Vivienda Turística";"Primera/3 Llaves";"Cadreita 3 ";"CASTEJÓN";"CASTEJÓN  ";"La Ribera";"5";"08/03/2016 0:00:00"
"643";"UVT00221";"Casa Mirentxu";"Vivienda Turística";"Tercera/1 Llave";"del Monte 8 ";"AIBAR";"AIBAR / OIBAR ";"Zona Media";"6";"07/03/2012 0:00:00"
"644";"ucr00659";"Casa Mirizábal";"Casa rural vivienda";"CRV 3 Estrellas";"General, s/n 0 ";"ECHAGÜE";"OLÓRIZ / OLORITZ  ";"Zona Media";"8";"26/08/2004 0:00:00"
"645";"UCR01074";"Casa Mokorrekoborda";"Casa rural habitaciones";"CRH 2 Estrellas";"Larrapil 23 ";"ETXALAR";"ETXALAR ";"Pirineos";"16";"29/12/2015 0:00:00"
"646";"UCR01207";"Casa Moli";"Casa rural vivienda";"CRV 3 Estrellas";"Luna 3 ";"MENDÍVIL";"OLÓRIZ / OLORITZ  ";"Zona Media";"8";"07/06/2023 0:00:00"
"647";"UCR00898";"Casa Moreno";"Casa rural vivienda";"CRV 2 Estrellas";"C/ Morondoa, 7 A";"ZÁBAL";"VALLE DE YERRI / DEIERRI  ";"Zona Media";"10";"21/05/2009 0:00:00"
"648";"UAT00979";"Casa Morrorro Dos";"Apartamento Turístico";"Segunda/2 Llaves";"José Mª Lahiguera 3 ";"FITERO";"FITERO  ";"La Ribera";"10";"25/06/2019 0:00:00"
"649";"UCR01060";"Casa Murillo";"Casa rural vivienda";"CRV 2 Estrellas";"José Goñi Gaztambide 6 ";"ARIZALETA";"VALLE DE YERRI / DEIERRI  ";"Zona Media";"12";"29/10/2015 0:00:00"
"650";"UCR00674";"Casa Nabarro Etxea";"Casa rural vivienda";"CRV 2 Estrellas";"San Antón 11 ";"ITURGOYEN";"GUESÁLAZ / GESALATZ ";"Zona Media";"10";"31/01/2005 0:00:00"
"651";"UHS00952";"Casa Nahia";"Hostal";"HsG";"Pamplona 9 ";"LORCA";"VALLE DE YERRI / DEIERRI  ";"Zona Media";"14";"24/04/2020 0:00:00"
"652";"UCR01017";"Casa Nemesio";"Casa rural vivienda";"CRV 1 Estrella";"Estafeta 25 ";"ITURMENDI";"ITURMENDI ";"Pirineos";"4";"19/09/2013 0:00:00"
"653";"ucr00496";"Casa Oihan-Eder";"Casa rural vivienda";"CRV 2 Estrellas";"San Bartolomé 25 ";"AURIZBERRI/ESPINAL";"ERRO  ";"Pirineos";"4";"12/02/2000 0:00:00"
"654";"UATR00031";"Casa Ollaga";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Rua del Fondo 18 ";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"4";"17/10/2003 0:00:00"
"655";"UATR0223";"Casa Ongi Etorri I";"Apartamento Turístico Rural";"Primera/3 Llaves";"Santa Cruz 15 1º";"ETXARRI";"LARRAUN ";"Pirineos";"6";"01/03/2012 0:00:00"
"656";"UATR0222";"Casa Ongi Etorri II";"Apartamento Turístico Rural";"Primera/3 Llaves";"Santa Cruz 15 2º";"ETXARRI";"LARRAUN ";"Pirineos";"2";"01/03/2012 0:00:00"
"657";"UCR01208";"Casa Orbara";"Casa rural vivienda";"CRV 1 Estrella";"San Vicente 24 ";"ARDANAZ DE EGÜES";"VALLE DE EGÜÉS / EGUESIBAR  ";"Cuenca de Pamplona";"10";"02/07/2023 0:00:00"
"658";"UVT01088";"Casa Orgi";"Vivienda Turística";"Primera/3 Llaves";"San Simón 150 (hípica)";"LIZASO";"ULTZAMA ";"Pirineos";"10";"04/08/2020 0:00:00"
"659";"UPE00132";"Casa Otano";"Pensión";"P**";"San Nicolas 5 1º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"23";"18/09/1948 0:00:00"
"660";"UHSR0891";"Casa Otsoa";"Hostal";"HsRural";"Rotxapea 4 ";"EZCÁROZ";"EZCÁROZ / EZKAROZE  ";"Pirineos";"16";"30/10/2012 0:00:00"
"661";"UPE00965";"Casa Otxotenea";"Pensión";"P*";"Albistur 36 ";"LESAKA";"LESAKA  ";"Pirineos";"3";"28/07/2021 0:00:00"
"662";"UAT00483";"Casa Ozcoidi";"Apartamento Turístico";"Segunda/2 Llaves";"San Francisco Javier 12 ";"PITILLAS";"PITILLAS  ";"Zona Media";"5";"22/07/2016 0:00:00"
"663";"UCR00276";"Casa Paca";"Casa rural vivienda";"CRV 2 Estrellas";"Apalaz 2 ";"ZURUCUÁIN";"VALLE DE YERRI / DEIERRI  ";"Zona Media";"9";"05/04/1995 0:00:00"
"664";"UCR01155";"Casa Palacio de Belascoain";"Casa rural vivienda";"CRV 1 Estrella";"Mayor 6 ";"BELASCOÁIN";"BELASCOÁIN  ";"Cuenca de Pamplona";"13";"15/11/2019 0:00:00"
"665";"UATR0445";"Casa Peregarnea";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Casa Peregarnea 0 ";"BERROETA";"BAZTAN  ";"Pirineos";"6";"02/05/2016 0:00:00"
"666";"UHSR0315";"Casa Perico";"Hostal";"HsRural";"Berbinzana 8 ";"LARRAGA";"LARRAGA ";"Zona Media";"25";"04/05/1970 0:00:00"
"667";"UCR01045";"Casa Petra";"Casa rural vivienda";"CRV 3 Estrellas";"Santa Águeda 14 ";"AIZOÁIN";"BERRIOPLANO / BERRIOBEITI ";"Cuenca de Pamplona";"10";"27/06/2014 0:00:00"
"668";"UVT00050";"Casa Raichu";"Vivienda Turística";"Primera/3 Llaves";"Ntra. Sra. De Arnotegui 0 S/N";"OBANOS";"OBANOS  ";"Zona Media";"9";"18/03/2005 0:00:00"
"669";"UVT01364";"Casa Rey";"Apartamento Turístico";"Primera/3 Llaves";"Rey 32 ";"CINTRUÉNIGO";"CINTRUÉNIGO ";"La Ribera";"5";"28/12/2022 0:00:00"
"670";"UVT00299";"Casa Reyno de Bardenas";"Vivienda Turística";"Segunda/2 Llaves";"Caballeros de Jerusalén 84 ";"CABANILLAS";"CABANILLAS  ";"La Ribera";"14";"13/03/2014 0:00:00"
"671";"UCR01089";"Casa Roblán";"Casa rural vivienda";"CRV 2 Estrellas";"San Miguel 3 ";"CARCASTILLO";"CARCASTILLO ";"La Ribera";"8";"15/09/2016 0:00:00"
"672";"UCR01180";"Casa Rural Las Migas";"Casa rural vivienda";"CRV 3 Estrellas";"Villeta 17 ";"UJUÉ";"UJUÉ / UXUE ";"Zona Media";"4";"25/08/2021 0:00:00"
"673";"UHSR0183";"Casa Sabina";"Hostal";"HsRural";"Pamplona-Francia km. 48 0 ";"ORREAGA/RONCESVALLES";"ORREGA / RONCESVALLES ";"Pirineos";"8";"13/09/1969 0:00:00"
"674";"UAT00872";"Casa San Benito";"Apartamento Turístico";"Primera/3 Llaves";"Monasterio de la Oliva 14 ";"CORELLA";"CORELLA ";"La Ribera";"8";"22/02/2019 0:00:00"
"675";"UPE00932";"Casa Santamaría";"Pensión";"P*";"Mayor 28 ";"DONEZTEBE/SANTESTEBAN";"DONEZTEBE / SANTESTEBAN ";"Pirineos";"6";"29/12/2017 0:00:00"
"676";"UHSR0493";"Casa Sario";"Hostal";"HsRural";"LLana 11 ";"JAURRIETA";"JAURRIETA ";"Pirineos";"13";"11/08/1977 0:00:00"
"677";"UVT00038";"Casa Senda Bardenas";"Vivienda Turística";"Segunda/2 Llaves";"San Isidro 39 ";"CABANILLAS";"CABANILLAS  ";"La Ribera";"10";"13/05/2004 0:00:00"
"678";"UAT00407";"Casa Soto del Ebro";"Apartamento Turístico";"Segunda/2 Llaves";"Carnicerías 16 ";"TUDELA";"TUDELA  ";"La Ribera";"9";"29/12/2015 0:00:00"
"679";"UVTR0780";"Casa Sunbilla";"Vivienda Turística Rural";"Primera/3 Llaves";"Ukulu urbanizazioa 11 ";"SUNBILLA";"SUNBILLA  ";"Pirineos";"3";"26/03/2018 0:00:00"
"680";"UAB00118";"Casa Tiago";"Albergue turístico";"del Camino de Santiago";"San Martin 11 ";"LUQUIN";"LUQUIN  ";"Zona Media";"16";"27/07/2017 0:00:00"
"681";"UPE00849";"Casa Txarrantxulo";"Pensión";"P*";"Burguiberría 2 ";"ISABA";"ISABA / IZABA ";"Pirineos";"12";"21/05/2009 0:00:00"
"682";"UVT00467";"Casa Txatoenea";"Vivienda Turística";"Segunda/2 Llaves";"Del horno 62 ";"LUMBIER";"LUMBIER ";"Pirineos";"7";"20/03/2017 0:00:00"
"683";"UATR0626";"Casa Txema";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Mayor 17 ";"LORCA";"VALLE DE YERRI / DEIERRI  ";"Zona Media";"5";"09/09/2017 0:00:00"
"684";"UAT00736";"Casa Txema";"Apartamento Turístico";"Tercera/1 Llave";"Pantano 20 ";"ÚGAR";"VALLE DE YERRI / DEIERRI  ";"Zona Media";"3";"06/03/2018 0:00:00"
"685";"UVTR1143";"Casa Unzué";"Apartamento Turístico";"Segunda/2 Llaves";"Jaca 15 ";"MONREAL";"MONREAL / ELO ";"Pirineos";"0";"23/06/2021 0:00:00"
"686";"UCR00799";"Casa Urbasa Urederra";"Casa rural vivienda";"CRV 2 Estrellas";"Mayor 28 ";"OLLOBARREN";"METAUTEN  ";"Zona Media";"7";"19/06/2007 0:00:00"
"687";"UCR01194";"Casa Urra";"Casa rural vivienda";"CRV 3 Estrellas";"Apalaz 3 ";"ZURUCUÁIN";"VALLE DE YERRI / DEIERRI  ";"Zona Media";"16";"13/03/2023 0:00:00"
"688";"UVT01455";"Casa Valdizarbe";"Vivienda Turística";"Primera/3 Llaves";"de las Huertas 2 ";"BIURRUN";"BIURRUN-OLCOZ ";"Zona Media";"8";"07/06/2023 0:00:00"
"689";"UVT00281";"Casa Velez";"Vivienda Turística";"Primera/3 Llaves";"Cañada 3 ";"IGÚZQUIZA";"IGÚZQUIZA ";"Zona Media";"6";"19/09/2013 0:00:00"
"690";"UVT01525";"Casa Viana";"Vivienda Turística";"Segunda/2 Llaves";"Eliseo Sainz Ripa 6 ";"VIANA";"VIANA ";"Zona Media";"6";"26/09/2023 0:00:00"
"691";"UVT00023";"Casa Villa Martín";"Vivienda Turística";"Segunda/2 Llaves";"Padre Sales Muruzabal nº7 7 ";"SAN MARTÍN DE UNX";"SAN MARTÍN DE UNX ";"Zona Media";"6";"22/01/2003 0:00:00"
"692";"UVTR0905";"Casa Xigot";"Vivienda Turística Rural";"Primera/3 Llaves";"Virgen de las Nieves 13 ";"INDURÁIN";"IZAGAONDOA  ";"Pirineos";"8";"10/05/2019 0:00:00"
"693";"UVT00993";"Casa Zabaleta";"Vivienda Turística";"Primera/3 Llaves";"Aritza 3 ";"AIBAR";"AIBAR / OIBAR ";"Zona Media";"7";"31/01/2020 0:00:00"
"694";"ucr00683";"Casa Zelai";"Casa rural vivienda";"CRV 2 Estrellas";"Baxixar 4 ";"ECHARRI";"ECHARRI / ETXARRI ";"Cuenca de Pamplona";"6";"08/04/2005 0:00:00"
"695";"UVT00782";"Casa Zurradores";"Vivienda Turística";"Tercera/1 Llave";"Zurradores 10 ";"TUDELA";"TUDELA  ";"La Ribera";"5";"15/05/2018 0:00:00"
"696";"UAT01211";"Casana4";"Apartamento Turístico";"Segunda/2 Llaves";"Carmen Alta 4 ";"TUDELA";"TUDELA  ";"La Ribera";"4";"08/02/2022 0:00:00"
"697";"UAT00640";"Casco Historico Pamplona";"Apartamento Turístico";"Tercera/1 Llave";"Tejeria 40 3ºD";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"21/08/2017 0:00:00"
"698";"UAT01291";"Casco Viejo";"Apartamento Turístico";"Primera/3 Llaves";"Estafeta 53 1º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"04/06/2022 0:00:00"
"699";"ucr00349";"Casenia I";"Casa rural vivienda";"CRV 1 Estrella";"San Saturnino 0 S/N";"LINTZOAIN";"ERRO  ";"Pirineos";"4";"13/09/1996 0:00:00"
"700";"ucr00350";"Casenia II";"Casa rural vivienda";"CRV 1 Estrella";"San Saturnino 0 S/N";"LINTZOAIN";"ERRO  ";"Pirineos";"4";"13/09/1996 0:00:00"
"701";"UCR01134";"Caserío Arriaran";"Casa rural vivienda";"CRV 2 Estrellas";"Gorriztaran  30 ";"LEITZA";"LEITZA  ";"Pirineos";"11";"20/11/2018 0:00:00"
"702";"UAT00448";"Casita junto a Torre";"Apartamento Turístico";"Primera/3 Llaves";"San Blas 0 ";"OLZA";"CENDEA DE OLZA / OLTZA ZENDEA ";"Cuenca de Pamplona";"2";"02/05/2016 0:00:00"
"703";"UATR1488";"Cassa Ezkerra - E";"Apartamento Turístico Rural";"Tercera/1 Llave";"Mayor 7 ";"IRURRE";"GUESÁLAZ / GESALATZ ";"Zona Media";"6";"29/06/2023 0:00:00"
"704";"UATR00048";"Castildetierra";"Apartamento Turístico Rural";"Primera/3 Llaves";"Real 94 ";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"2";"03/03/2005 0:00:00"
"705";"UAT00320";"Castillo de Arguedas";"Apartamento Turístico";"Tercera/1 Llave";"Peña 10 ";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"4";"21/08/2014 0:00:00"
"706";"UH000835";"Castillo de Gorraiz, Golf & Spa";"Hotel";"4 Estrellas";"Egüés 78 ";"GORRÁIZ";"VALLE DE EGÜÉS / EGUESIBAR  ";"Cuenca de Pamplona";"91";"17/07/2008 0:00:00"
"707";"UH000789";"Castillo de Javier";"Hotel";"1 Estrella";"San Nicolás, 50-52 0 ";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"22";"07/12/2005 0:00:00"
"708";"UATR0830";"Castillo de Olite";"Apartamento Turístico Rural";"Tercera/1 Llave";"de la Rueda  2 Bajo";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"2";"03/08/2018 0:00:00"
"709";"UCR00891";"Castillo de Peñaflor";"Casa rural vivienda";"CRV 1 Estrella";"del Castillo, cueva 289 0 ";"VALTIERRA";"VALTIERRA ";"La Ribera";"6";"25/02/2009 0:00:00"
"710";"UCR01059";"Castroenea";"Casa rural vivienda";"CRV 2 Estrellas";"Casa Castroenea 0 ";"ARIZKUN";"BAZTAN  ";"Pirineos";"12";"02/10/2015 0:00:00"
