"id";"COD. INSCRIPCION";"NOMBRE";"MODALIDAD";"CATEGORIA";"DIRECCION";"LOCALIDAD";"MUNICIPIO";"ZONA";"PLAZAS";"FECHA DE INSCRIPCION"
"2059";"UCR00987";"Roncesvalles";"Casa rural vivienda";"CRV 4 Estrellas";"Bartolomé 86 ";"AURIZBERRI/ESPINAL";"ERRO  ";"Pirineos";"12";"04/04/2012 0:00:00"
"2060";"UVTR0863";"Ronda del Castillo";"Vivienda Turística Rural";"Segunda/2 Llaves";"La Estación  5 ";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"12";"30/01/2019 0:00:00"
"2061";"UPE00920";"Room Pamplona";"Pensión";"P*";"Acella 3 1º B";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"7";"27/02/2017 0:00:00"
"2062";"UAT01204";"Room Pamplona";"Apartamento Turístico";"Segunda/2 Llaves";"Acella 2 bajo";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"8";"18/01/2022 0:00:00"
"2063";"UAT01312";"Roos Apartamentos";"Apartamento Turístico";"Tercera/1 Llave";"Donantes 24 1ºB";"TUDELA";"TUDELA  ";"La Ribera";"5";"27/06/2022 0:00:00"
"2064";"UVT00484";"Rosaenea";"Vivienda Turística";"Tercera/1 Llave";"Tempranillo 67 ";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"11";"07/09/2016 0:00:00"
"2065";"UAT00991";"Rua 19";"Apartamento Turístico";"Primera/3 Llaves";"Rua 19 1º Dcha";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"2";"30/01/2020 0:00:00"
"2066";"UCR01071";"Runa";"Casa rural vivienda";"CRV 2 Estrellas";"Fontaza 5 ";"MIRANDA DE ARGA";"MIRANDA DE ARGA ";"Zona Media";"6";"29/10/2015 0:00:00"
"2067";"UATR1084";"Rural Dreams Casa la Matilde";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Del sol 12 ";"GALLIPIENZO";"GALLIPIENZO / GALIPENTZU  ";"Zona Media";"4";"06/08/2020 0:00:00"
"2068";"UCR00964";"Rural Dreams Zulotxo";"Casa rural vivienda";"CRV 2 Estrellas";"Norte 0 ";"GALLIPIENZO";"GALLIPIENZO / GALIPENTZU  ";"Zona Media";"8";"06/07/2011 0:00:00"
"2069";"UHA00881";"Ruralsuite";"Hotel-apartamento";"4 Estrellas";"N 121C Tudela-Tarazona 0 Km 7,7";"CASCANTE";"CASCANTE  ";"La Ribera";"30";"10/02/2012 0:00:00"
"2070";"UAT01441";"Sadar";"Apartamento Turístico";"Segunda/2 Llaves";"Góngora 2 1ºA";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"25/05/2023 0:00:00"
"2071";"UCR00946";"Sagardiko Etxea I";"Casa rural vivienda";"CRV 3 Estrellas";"San Cristobal 6 ";"OSKOTZ";"IMOTZ ";"Pirineos";"6";"20/12/2010 0:00:00"
"2072";"UCR00947";"Sagardiko Etxea II";"Casa rural vivienda";"CRV 3 Estrellas";" San Cristobal 6 ";"OSKOTZ";"IMOTZ ";"Pirineos";"6";"20/12/2010 0:00:00"
"2073";"ucr00718";"Sagastietxea I";"Casa rural vivienda";"CRV 2 Estrellas";"San Martín 0 S/N";"EGUARAS";"ATETZ / ATEZ  ";"Pirineos";"10";"16/08/2005 0:00:00"
"2074";"ucr00719";"Sagastietxea II";"Casa rural vivienda";"CRV 2 Estrellas";"San Martín 0 S/N";"EGUARAS";"ATETZ / ATEZ  ";"Pirineos";"10";"16/08/2005 0:00:00"
"2075";"UAT01345";"Saioa";"Apartamento Turístico";"Segunda/2 Llaves";"Tafalla 3 entresuelo dcha";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"23/09/2022 0:00:00"
"2076";"UHSR0446";"Salazar";"Hostal";"HsRural";"Mayor 2 ";"ORONZ";"ORONZ / ORONTZE ";"Pirineos";"0";"22/03/1975 0:00:00"
"2077";"UATR0312";"Salazar";"Apartamento Turístico Rural";"Tercera/1 Llave";"San José 6 1º Dcha";"IZALZU";"IZALZU / ITZALTZU ";"Pirineos";"4";"10/06/2014 0:00:00"
"2078";"UCR01189";"Salines Lavir";"Casa rural habitaciones";"CRH 2 Estrellas";"Mayor 23 ";"MUEZ";"GUESÁLAZ / GESALATZ ";"Zona Media";"4";"22/04/2022 0:00:00"
"2079";"UCR00944";"Salvadora";"Casa rural vivienda";"CRV 2 Estrellas";"San Martín, s/n 0 ";"AZANZA";"GOÑI  ";"Cuenca de Pamplona";"6";"08/10/2010 0:00:00"
"2080";"UCR00698";"Samanes";"Casa rural vivienda";"CRV 1 Estrella";"Eras Bajas 11 ";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"4";"18/05/2005 0:00:00"
"2081";"UCR01026";"Samanes I";"Casa rural vivienda";"CRV 1 Estrella";"Eras Bajas 3 ";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"2";"26/11/2013 0:00:00"
"2082";"UCR01029";"Samanes II";"Casa rural vivienda";"CRV 1 Estrella";"Eras Bajas 9 ";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"4";"27/12/2013 0:00:00"
"2083";"UAB00096";"San Andrés";"Albergue turístico";"2ª Categoria";"Camino de Santiago 4 ";"ZARIQUIEGUI";"CIZUR ";"Cuenca de Pamplona";"18";"22/04/2015 0:00:00"
"2084";"UHSR0907";"San Andrés";"Hostal";"HsRural";"Jesús Ordóñez 4 bajo";"TORRES DEL RÍO";"TORRES DEL RÍO  ";"Zona Media";"34";"13/02/2015 0:00:00"
"2085";"UAT01428";"San Antón - Baluarte";"Apartamento Turístico";"Segunda/2 Llaves";"San Antón 64 1º izda";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"16/05/2023 0:00:00"
"2086";"UAB00108";"San Cipriano de Ayegui";"Albergue turístico";"del Camino de Santiago";"Polideportivo 3 ";"AYEGUI";"AYEGUI / AIEGI  ";"Zona Media";"42";"04/08/2015 0:00:00"
"2087";"UAT01399";"San Fermín con Garaje y Terraza";"Apartamento Turístico";"Primera/3 Llaves";"Juanito el de la Rochapea 9 1º izda";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"6";"14/03/2023 0:00:00"
"2088";"UAT01108";"San Francisco 21";"Apartamento Turístico";"Tercera/1 Llave";"San Francisco 21 1º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"7";"20/11/2020 0:00:00"
"2089";"UAT01017";"San Gregorio";"Apartamento Turístico";"Segunda/2 Llaves";"San Gregorio 26 1º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"07/04/2020 0:00:00"
"2090";"UAT01192";"San Jorge";"Apartamento Turístico";"Segunda/2 Llaves";"Dr. Simonena 8 6ºA";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"26/11/2021 0:00:00"
"2091";"UCR00479";"San Juan";"Casa rural vivienda";"CRV 2 Estrellas";"San Pedro 12 ";"JAURRIETA";"JAURRIETA ";"Pirineos";"6";"15/05/1996 0:00:00"
"2092";"UAT01164";"San Juan";"Apartamento Turístico";"Segunda/2 Llaves";"Monasterio Santa Gemma 2 1º dcha";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"5";"30/08/2021 0:00:00"
"2093";"UVT01111";"San Julián";"Vivienda Turística";"Segunda/2 Llaves";"San Julián 15 ";"TUDELA";"TUDELA  ";"La Ribera";"8";"26/11/2020 0:00:00"
"2094";"UAT00597";"San Lorenzo";"Apartamento Turístico";"Segunda/2 Llaves";"San Lorenzo 39 3º Dcha";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"3";"27/07/2017 0:00:00"
"2095";"UAB00015";"San Martín de Unx";"Albergue turístico";"2ª Categoria";"San Martín de Unx-Ujué km. 1 0 ";"SAN MARTÍN DE UNX";"SAN MARTÍN DE UNX ";"Zona Media";"32";"19/09/2001 0:00:00"
"2096";"UAB00095";"San Nicolás";"Albergue turístico";"del Camino de Santiago";"Soraundi 5 -7";"LARRASOAÑA";"ESTERIBAR ";"Pirineos";"40";"25/03/2015 0:00:00"
"2097";"UVT00590";"San Nicolás";"Vivienda Turística";"Primera/3 Llaves";"San Nicolas 45 ";"LARRASOAÑA";"ESTERIBAR ";"Pirineos";"10";"27/07/2017 0:00:00"
"2098";"upe00756";"San Pedro";"Pensión";"P**";"Medio de San Pedro 13 ";"VIANA";"VIANA ";"Zona Media";"11";"19/02/2003 0:00:00"
"2099";"UVT00322";"San Pedroko Bidea";"Vivienda Turística";"Segunda/2 Llaves";"San Pedroko Bidea 25 ";"ALTSASU/ALSASUA";"ALTSASU / ALSASUA ";"Pirineos";"10";"29/08/2014 0:00:00"
"2100";"ucr00504";"Sancho";"Casa rural habitaciones";"CRH 2 Estrellas";"Concepción 17 ";"ARTAJONA";"ARTAJONA  ";"Zona Media";"6";"27/12/2000 0:00:00"
"2101";"UCR00745";"Sancho de Rota";"Casa rural vivienda";"CRV 2 Estrellas";"Postigo 1 bajo";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"6";"26/05/2006 0:00:00"
"2102";"UCR00868";"Sancho El Fuerte";"Casa rural vivienda";"CRV 2 Estrellas";"Sancho El Fuerte 1 ";"VALTIERRA";"VALTIERRA ";"La Ribera";"6";"01/10/2008 0:00:00"
"2103";"UCR00926";"Sancho El Fuerte II";"Casa rural vivienda";"CRV 1 Estrella";"Sancho El Fuerte 1 ";"VALTIERRA";"VALTIERRA ";"La Ribera";"4";"10/06/2010 0:00:00"
"2104";"UH000550";"Sancho Ramírez";"Hotel";"3 Estrellas";"Sancho Ramírez, 11-13 0 ";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"153";"16/07/1982 0:00:00"
"2105";"UPE00925";"Sanfermín Dorm";"Pensión";"P*";"De Javier 2 Bis, 1º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"5";"27/07/2017 0:00:00"
"2106";"UAT00786";"Sangüesa";"Apartamento Turístico";"Tercera/1 Llave";"Saint Palais  1 3º B";"SANGÜESA";"SANGÜESA / ZANGOZA  ";"Zona Media";"6";"16/04/2018 0:00:00"
"2107";"UAB00089";"Sansol";"Albergue turístico";"2ª del Camino de Santiago";"Barrio Nuevo 4 ";"SANSOL";"SANSOL  ";"Zona Media";"24";"02/12/2014 0:00:00"
"2108";"UH000984";"Santa Ana Tudela";"Hotel";"4 Estrellas";"Rua 27 ";"TUDELA";"TUDELA  ";"La Ribera";"33";"29/07/2023 0:00:00"
"2109";"UAT00761";"Santa María";"Apartamento Turístico";"Tercera/1 Llave";"Santa María  39 Piso 1 puerta 1";"ORONOZ-MUGAIRI";"BAZTAN  ";"Pirineos";"4";"01/02/2018 0:00:00"
"2110";"UCR00918";"Santamaria";"Casa rural vivienda";"CRV 2 Estrellas";"San Esteban 7 ";"VILLANUEVA DE YERRI";"VALLE DE YERRI / DEIERRI  ";"Zona Media";"10";"19/02/2010 0:00:00"
"2111";"uh000351";"Santamaría";"Hotel";"3 Estrellas";"San Marcial 14 ";"TUDELA";"TUDELA  ";"La Ribera";"70";"04/08/1966 0:00:00"
"2112";"UHSR0702";"Santamaría";"Hostal";"HsRural";"Mayor 28 ";"DONEZTEBE/SANTESTEBAN";"DONEZTEBE / SANTESTEBAN ";"Pirineos";"17";"05/05/1999 0:00:00"
"2113";"UAT00803";"Santiago 15";"Apartamento Turístico";"Segunda/2 Llaves";"Santiago 15 3ºB";"ELIZONDO";"BAZTAN  ";"Pirineos";"6";"20/06/2018 0:00:00"
"2114";"UAB00101";"Santiago Apostol";"Albergue turístico";"2ª Categoria";"El Real 0 ";"PUENTE LA REINA";"PUENTE LA REINA / GARES ";"Zona Media";"72";"10/03/2015 0:00:00"
"2115";"UHSR0867";"Santiago Ramón y Cajal";"Hostal";"HsRural";"Nueva 1 ";"PETILLA DE ARAGÓN";"PETILLA DE ARAGÓN ";"Zona Media";"8";"10/09/2010 0:00:00"
"2116";"UAT01170";"Santo Andia";"Apartamento Turístico";"Tercera/1 Llave";"Santo Andia 5 ";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"29/09/2021 0:00:00"
"2117";"UPE00637";"Sarasate";"Pensión";"P**";"Sarasate 30 2º dcha";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"11";"01/01/1993 0:00:00"
"2118";"UAT01173";"Sarasate Luxury by AGoya";"Apartamento Turístico";"Primera/3 Llaves";"Sarasate 12 Entreplanta";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"2";"14/10/2021 0:00:00"
"2119";"UHSR0876";"Sarbil";"Hostal";"HsRural";"Mayor 2 ";"IZCUE";"CENDEA DE OLZA / OLTZA ZENDEA ";"Cuenca de Pamplona";"30";"06/07/2011 0:00:00"
"2120";"UCR00955";"Sarobetxea";"Casa rural vivienda";"CRV 4 Estrellas";"San Esteban 6 ";"LARRÁYOZ";"JUSLAPEÑA / TXULAPAIN ";"Cuenca de Pamplona";"16";"26/04/2011 0:00:00"
"2121";"UVTR0985";"Sartzaleta";"Vivienda Turística Rural";"Primera/3 Llaves";"Santa Lucía 1 ";"ARAMENDÍA";"ALLÍN / ALLIN ";"Zona Media";"11";"10/12/2019 0:00:00"
"2122";"UCR00641";"Sastizar";"Casa rural habitaciones";"CRH 2 Estrellas";"Urrizpialde 1 Casa Sastizar";"ARESO";"ARESO ";"Pirineos";"10";"27/05/2004 0:00:00"
"2123";"UAT00428";"Scala I, II, III, IV, V y VI";"Apartamento Turístico";"Primera/3 Llaves";"Premin de Iruña 5 ";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"22";"03/02/2016 0:00:00"
"2124";"UAB00116";"Segunda Etapa";"Albergue turístico";"2ª Categoria";"Roncesvalles 22 ";"ZUBIRI";"ESTERIBAR ";"Pirineos";"12";"14/11/2016 0:00:00"
"2125";"UVT01022";"Selbaondoa";"Vivienda Turística";"Segunda/2 Llaves";"Selvaondoa 2 ";"LUMBIER";"LUMBIER ";"Pirineos";"4";"25/05/2020 0:00:00"
"2126";"UVT00290";"Senda de la Ribera";"Vivienda Turística";"Primera/3 Llaves";"Bajo el Arco 77 ";"VILLAFRANCA";"VILLAFRANCA ";"La Ribera";"8";"31/10/2013 0:00:00"
"2127";"UCR00949";"Señorenea";"Casa rural vivienda";"CRV 2 Estrellas";"Señorenea, s/n 0 ";"ARRAIOZ";"BAZTAN  ";"Pirineos";"10";"01/12/2010 0:00:00"
"2128";"UH000775";"Señorío de Ursua";"Hotel";"3 Estrellas";"Casa Ikazatea 0 ";"ARIZKUN";"BAZTAN  ";"Pirineos";"38";"26/07/2004 0:00:00"
"2129";"UCR00716";"Senperenea I";"Casa rural vivienda";"CRV 2 Estrellas";"Casa Senperenea 0 ";"IRURITA";"BAZTAN  ";"Pirineos";"4";"16/08/2005 0:00:00"
"2130";"UCR00717";"Senperenea II";"Casa rural vivienda";"CRV 2 Estrellas";"Casa Senperenea 0 ";"IRURITA";"BAZTAN  ";"Pirineos";"4";"16/08/2005 0:00:00"
"2131";"UVT00944";"Serendipia";"Vivienda Turística";"Primera/3 Llaves";"Billabaondoa 6 ";"BURLADA";"BURLADA / BURLATA ";"Cuenca de Pamplona";"6";"05/07/2019 0:00:00"
"2132";"UCR00546";"Seroneko Borda";"Casa rural vivienda";"CRV 1 Estrella";"Casa Seroneko-Borda 0 ";"SUNBILLA";"SUNBILLA  ";"Pirineos";"8";"30/01/2002 0:00:00"
"2133";"UAT00990";"Serralta 16";"Apartamento Turístico";"Tercera/1 Llave";"Serralta 16 1º";"TUDELA";"TUDELA  ";"La Ribera";"2";"27/01/2020 0:00:00"
"2134";"UAT01284";"Siénte en casa,Pamplona";"Apartamento Turístico";"Segunda/2 Llaves";"Santa Cruz 31 1ºD";"ZIZUR MAYOR";"ZIZUR MAYOR / ZIZUR NAGUSIA ";"Cuenca de Pamplona";"4";"01/06/2022 0:00:00"
"2135";"UAB00071";"Sierra de Leyre";"Albergue turístico";"2ª Categoria";"René Petit 20 ";"YESA";"YESA  ";"Zona Media";"39";"02/07/2013 0:00:00"
"2136";"UVT00234";"Sierra de Urbasa";"Vivienda Turística";"Segunda/2 Llaves";"Caserío 0 s/n";"URRA";"AMÉSCOA BAJA  ";"Pirineos";"12";"19/06/2012 0:00:00"
"2137";"UCR01002";"Simón";"Casa rural vivienda";"CRV 1 Estrella";"Tejerías 9 ";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"8";"01/10/2012 0:00:00"
"2138";"UAT00447";"Singular Deluxe";"Apartamento Turístico";"Primera/3 Llaves";"Pio XII 1 Torre 3, 3ºF";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"20/04/2016 0:00:00"
"2139";"UCR00405";"Sipilinia";"Casa rural habitaciones";"CRH 1 Estrella";"Pekotxeta 0 ";"LUZAIDE/VALCARLOS";"LUZAIDE / VALCARLOS ";"Pirineos";"6";"01/07/1998 0:00:00"
"2140";"UATR1337";"Sirein";"Apartamento Turístico Rural";"Segunda/2 Llaves";"San Martín 24 A";"ESNOTZ";"ERRO  ";"Pirineos";"7";"08/03/2022 0:00:00"
"2141";"UAT01367";"Skyline Pamplona";"Apartamento Turístico";"Segunda/2 Llaves";"Bernardino Tirapu 2 3ºB";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"16/01/2023 0:00:00"
"2142";"UAT01417";"Somos Mar";"Apartamento Turístico";"Tercera/1 Llave";"Julio Ruiz de Alda 6 1ºC";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"6";"27/04/2023 0:00:00"
"2143";"UATR0710";"Sorgina";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Kontseilu 11 Casa Tresenea";"ITUREN";"ITUREN  ";"Pirineos";"4";"22/02/2018 0:00:00"
"2144";"UCR00721";"Sorginetxe";"Casa rural vivienda";"CRV 3 Estrellas";"Blanca 17 ";"LARRAONA";"LARRAONA  ";"Pirineos";"14";"25/08/2005 0:00:00"
"2145";"UAT00783";"Sorkun";"Apartamento Turístico";"Tercera/1 Llave";"Ermineta 13 IZ";"LAKUNTZA";"LAKUNTZA  ";"Pirineos";"6";"15/05/2018 0:00:00"
"2146";"UVTR1185";"Soroa";"Apartamento Turístico";"Primera/3 Llaves";"Larreta 8 ";"ARANTZA";"ARANTZA ";"Pirineos";"6";"17/11/2021 0:00:00"
"2147";"UAB00006";"Sorogain";"Albergue turístico";"2ª Categoria";"Sorogain, s/n 0 ";"BIZKARRETA-GERENDIAIN";"ERRO  ";"Pirineos";"50";"28/07/1999 0:00:00"
"2148";"UAT01430";"Soto de Lezcairu";"Apartamento Turístico";"Primera/3 Llaves";"Adela Bazo 10 portal 4-1º B";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"20/03/2023 0:00:00"
"2149";"UAT00774";"Soul Apartment";"Apartamento Turístico";"Primera/3 Llaves";"Navarreria  18 1º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"15/03/2018 0:00:00"
"2150";"UH000923";"Spa Pompaelo";"Hotel";"4 Estrellas";"Consistorial 3 ";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"58";"21/08/2017 0:00:00"
"2151";"UAT01529";"Sua Loft";"Apartamento Turístico";"Segunda/2 Llaves";"Manuel Iribarren 26 bajo";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"10/11/2023 0:00:00"
"2152";"ucr00135";"Sueldeguia";"Casa rural habitaciones";"CRH 2 Estrellas";"Casa Sueldeguía 0 ";"ZUGARRAMURDI";"ZUGARRAMURDI  ";"Pirineos";"12";"23/05/1991 0:00:00"
"2153";"UHS00780";"Suetxe";"Hostal";"HsRural";"Karramendabia 0 ";"LOS ARCOS";"LOS ARCOS ";"Zona Media";"6";"04/05/2005 0:00:00"
"2154";"UAT01184";"Suites Pamplona Plaza";"Apartamento Turístico";"Segunda/2 Llaves";"Ave María 15 3º G";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"0";"16/11/2021 0:00:00"
"2155";"UAB00093";"Suseia The Pilgrims Home";"Albergue turístico";"2ª Categoria";"Murelu 12 ";"ZUBIRI";"ESTERIBAR ";"Pirineos";"20";"09/11/2015 0:00:00"
"2156";"UCR01201";"Sutegia";"Casa rural vivienda";"CRV 3 Estrellas";"San Lorenzo 4 bajo";"ZIGA";"BAZTAN  ";"Pirineos";"10";"26/03/2023 0:00:00"
"2157";"UHS00073";"Tafalla";"Hostal";"HsG";"Pamplona-Zaragoza km. 38 0 ";"TAFALLA";"TAFALLA ";"Zona Media";"38";"11/08/1972 0:00:00"
"2158";"UVT00906";"Tamaragua";"Vivienda Turística";"Primera/3 Llaves";"Rua Romana 31 ";"OLITE";"OLITE / ERRIBERRI ";"Zona Media";"7";"11/04/2019 0:00:00"
"2159";"UATR0090";"Tapia";"Apartamento Turístico Rural";"Tercera/1 Llave";"Bormapea 8 bajo";"ISABA";"ISABA / IZABA ";"Pirineos";"6";"09/11/2015 0:00:00"
"2160";"UPE00898";"Tau";"Pensión";"P*";"Errotabidea 18 ";"LARRASOAÑA";"ESTERIBAR ";"Pirineos";"9";"04/10/2013 0:00:00"
"2161";"UAT01341";"Teatro Gaztambide - Tudela Centro";"Apartamento Turístico";"Tercera/1 Llave";"Domingo de Gaztelu 2 4 C";"TUDELA";"TUDELA  ";"La Ribera";"6";"08/09/2022 0:00:00"
"2162";"UCR00592";"Telleri";"Casa rural vivienda";"CRV 3 Estrellas";"Azkilarrea Auzoa 24 Telleria";"ARANTZA";"ARANTZA ";"Pirineos";"6";"02/04/2003 0:00:00"
"2163";"ucr00084";"Teltxegia";"Casa rural habitaciones";"CRH 1 Estrella";"Casa Teltxegia 0 ";"ZUGARRAMURDI";"ZUGARRAMURDI  ";"Pirineos";"6";"03/07/1992 0:00:00"
"2164";"UAT01358";"Tenor";"Apartamento Turístico";"Primera/3 Llaves";"Gayarre 11 Bis-2ºC";"TUDELA";"TUDELA  ";"La Ribera";"2";"23/11/2022 0:00:00"
"2165";"UCR01136";"Teodoro Barrio";"Casa rural vivienda";"CRV 2 Estrellas";"Santa María 55 ";"ARIBE";"ARIBE ";"Pirineos";"4";"02/07/2018 0:00:00"
"2166";"UHR00858";"Teodosio de Goñi";"Hotel rural";"1 Estrella";"San Andrés 20 ";"AIZPÚN";"GOÑI  ";"Cuenca de Pamplona";"17";"03/03/2010 0:00:00"
"2167";"UVT01214";"Terra Bardenas";"Apartamento Turístico";"Primera/3 Llaves";"San Francisco 15 ";"ARGUEDAS";"ARGUEDAS  ";"La Ribera";"6";"15/02/2022 0:00:00"
"2168";"UAT00901";"Terraza Ega 1º Dcha";"Apartamento Turístico";"Primera/3 Llaves";"Ruiz de Alda 22 ";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"2";"29/04/2019 0:00:00"
"2169";"UAT00900";"Terraza Ega 1º I";"Apartamento Turístico";"Primera/3 Llaves";"Ruiz de Alda 22 ";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"4";"29/04/2019 0:00:00"
"2170";"UAT00903";"Terraza Ega 2º Dcha";"Apartamento Turístico";"Primera/3 Llaves";"Ruiz de Alda 22 ";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"2";"29/04/2019 0:00:00"
"2171";"UAT00902";"Terraza Ega 2º I";"Apartamento Turístico";"Primera/3 Llaves";"Ruiz de Alda 22 ";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"3";"29/04/2019 0:00:00"
"2172";"UAT00909";"Terraza Ega 3º";"Apartamento Turístico";"Lujo/4 Llaves";"Ruiz de Alda 22 3º";"ESTELLA-LIZARRA";"ESTELLA-LIZARRA ";"Zona Media";"2";"29/04/2019 0:00:00"
"2173";"UCR00229";"Tetxe";"Casa rural habitaciones";"CRH 2 Estrellas";"Iriondoa 6 ";"RONCAL";"RONCAL / ERRONKARI  ";"Pirineos";"8";"25/05/1994 0:00:00"
"2174";"UAT00550";"The Estafeta View Apartment";"Apartamento Turístico";"Tercera/1 Llave";"Estafeta 16 4º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"3";"05/04/2017 0:00:00"
"2175";"UATR1219";"Toki Berriya";"Apartamento Turístico Rural";"Segunda/2 Llaves";"Menditurri 4 1ºizda";"ELIZONDO";"BAZTAN  ";"Pirineos";"2";"22/02/2022 0:00:00"
"2176";"ucr00242";"Toki-ona I";"Casa rural habitaciones";"CRH 2 Estrellas";"Gaindola 0 ";"LUZAIDE/VALCARLOS";"LUZAIDE / VALCARLOS ";"Pirineos";"12";"17/08/1994 0:00:00"
"2177";"UCR00750";"Toki-ona II";"Casa rural vivienda";"CRV 1 Estrella";"Gaindola 0 ";"LUZAIDE/VALCARLOS";"LUZAIDE / VALCARLOS ";"Pirineos";"4";"21/07/2006 0:00:00"
"2178";"upe00402";"Tolareta";"Pensión";"P*";"Berría 2 3º";"LESAKA";"LESAKA  ";"Pirineos";"23";"16/07/1962 0:00:00"
"2179";"UCR01104";"Tolareta";"Casa rural vivienda";"CRV 2 Estrellas";"Eliza Karrika 1 ";"ARANTZA";"ARANTZA ";"Pirineos";"10";"22/12/2017 0:00:00"
"2180";"UCR00591";"Tomasenea";"Casa rural vivienda";"CRV 2 Estrellas";"Basaburua 0 S/N";"ZUGARRAMURDI";"ZUGARRAMURDI  ";"Pirineos";"2";"02/04/2003 0:00:00"
"2181";"UAB00037";"Tonpalenea";"Albergue turístico";"2ª Categoria";"Iñarreta 42 ";"ETXALAR";"ETXALAR ";"Pirineos";"14";"21/05/2009 0:00:00"
"2182";"UHR00864";"Torre de Uriz";"Hotel rural";"3 Estrellas";"San Saturnino 3 ";"URIZ";"ARCE / ARTZI  ";"Pirineos";"12";"12/07/2010 0:00:00"
"2183";"UHS00749";"Torre Monreal";"Hostal";"HsG";"Cuesta de Loreto 8 ";"TUDELA";"TUDELA  ";"La Ribera";"48";"07/08/2002 0:00:00"
"2184";"UAT01134";"Trampantojo";"Apartamento Turístico";"Segunda/2 Llaves";"Navarrería 13 1º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"7";"17/05/2021 0:00:00"
"2185";"UAT00560";"Trave-Bayona";"Apartamento Turístico";"Primera/3 Llaves";"Trvesia de Bayona 4 Escalera D 3 F ";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"4";"24/04/2017 0:00:00"
"2186";"UAT00341";"Travellers Rest Pamplona";"Apartamento Turístico";"Tercera/1 Llave";"Saturnino 20 2º";"PAMPLONA";"PAMPLONA / IRUÑA  ";"Cuenca de Pamplona";"10";"18/07/2016 0:00:00"
"2187";"UHSR0727";"Trinquete Antxitonea";"Hostal";"HsRural";"Braulio Iriarte 16 ";"ELIZONDO";"BAZTAN  ";"Pirineos";"45";"20/06/2001 0:00:00"
"2188";"UCR01105";"Tristantenea";"Casa rural vivienda";"CRV 2 Estrellas";"Karrika Zaharrea (Bozate) 0 ";"ARIZKUN";"BAZTAN  ";"Pirineos";"6";"05/10/2017 0:00:00"
"2189";"ucr00233";"Tristantenea I";"Casa rural vivienda";"CRV 2 Estrellas";"Casa Tristantenea 0 ";"ARRAIOZ";"BAZTAN  ";"Pirineos";"16";"03/08/1994 0:00:00"
